yyyy-mm-dd timestamp,MQ6,MQ5,MQ4,MQ7,MQ3,MQ8,MQ2,MQ135,MQ9,BMPTemperature,Pressure(Pa),DHTTemperature,Humidity,Target
2024-10-04 14:30:22,539,783,687,370,854,773,758,748,734,32.13,84545.07,0.00,0.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,688,370,855,772,758,748,734,32.13,84545.07,0.00,0.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,783,687,370,854,773,759,749,735,32.12,84594.12,0.00,0.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,688,370,854,772,759,749,734,32.12,84594.12,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,688,370,854,767,756,748,734,32.12,84555.44,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,783,688,370,855,773,759,749,735,32.12,84555.44,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,784,688,371,855,773,759,749,735,32.13,84519.54,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,688,370,854,773,759,749,735,32.13,84519.54,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,784,688,371,855,773,760,750,735,32.13,84544.38,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,689,370,854,773,760,749,735,32.13,84544.38,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,689,370,854,774,760,751,735,32.13,84496.46,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,689,371,854,773,760,750,735,32.13,84496.46,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,783,689,371,854,773,760,751,735,32.13,84530.82,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,689,371,855,774,761,751,735,32.13,84530.82,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,784,689,371,854,774,760,751,735,32.13,84607.00,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,690,371,855,774,760,751,735,32.13,84607.00,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,690,371,854,774,761,751,736,32.13,84566.57,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,784,689,371,855,774,760,751,735,32.13,84566.57,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,784,689,371,854,774,761,752,736,32.13,84490.57,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,540,783,690,371,855,774,760,752,736,32.13,84490.57,34.00,85.00,robertson_chardonnay_2015_0410_r2
2024-10-04 14:30:22,539,783,690,371,854,774,762,752,736,32.13,84500.28,34.00,85.00,robertson_chardonnay_2015_0410_r2
