timestamp,MQ3,MQ135,MQ8,MQ5,MQ7,MQ4,MQ6,MQ2,MQ9,BMPTemperature,Pressure(Pa),DHTTemperature,Humidity,Target
2024-09-13 15:36:42,351,660,621,171,834,726,482,30Sensor_A0,481,304,470,36.30,82820.98,AirControl
2024-09-13 15:36:42,353,660,621,174,833,726,481,304,469,36.33,82819.78,38.00,71.00,AirControl
2024-09-13 15:36:43,353,659,620,173,832,725,482,303,468,36.33,82818.92,38.00,71.00,AirControl
2024-09-13 15:36:43,351,659,622,171,833,725,480,306,467,36.34,82819.27,38.00,71.00,AirControl
2024-09-13 15:36:44,350,659,622,171,831,724,482,305,467,36.34,82819.46,38.00,71.00,AirControl
2024-09-13 15:36:44,352,658,620,173,833,723,482,304,468,36.34,82819.78,38.00,71.00,AirControl
2024-09-13 15:36:45,349,658,620,172,833,723,482,304,469,36.34,82818.58,38.00,71.00,AirControl
2024-09-13 15:36:46,352,658,622,171,832,723,482,305,467,36.35,82822.24,38.00,71.00,AirControl
2024-09-13 15:36:46,351,660,620,172,834,724,481,304,469,36.35,82821.02,38.00,71.00,AirControl
2024-09-13 15:36:47,350,659,621,171,831,723,482,304,468,36.35,82821.72,38.00,71.00,AirControl
2024-09-13 15:36:47,351,658,620,171,832,723,481,304,468,36.35,82821.55,38.00,71.00,AirControl
2024-09-13 15:36:48,351,658,620,173,831,724,482,306,469,36.35,82819.10,38.00,71.00,AirControl
2024-09-13 15:36:48,351,658,620,170,831,725,481,304,468,36.35,82818.57,38.00,71.00,AirControl
2024-09-13 15:36:49,351,659,619,174,832,724,481,303,467,36.35,82819.10,38.00,71.00,AirControl
2024-09-13 15:36:49,350,659,620,171,832,723,481,303,467,36.34,82821.55,38.00,71.00,AirControl
2024-09-13 15:36:50,350,657,621,171,834,723,483,304,466,36.34,82824.00,38.00,71.00,AirControl
2024-09-13 15:36:50,351,657,621,172,831,723,480,304,467,36.35,82821.54,38.00,71.00,AirControl
2024-09-13 15:36:51,350,659,620,171,832,722,481,305,469,36.35,82821.02,38.00,71.00,AirControl
2024-09-13 15:36:51,349,658,620,172,833,723,481,303,467,36.35,82820.85,38.00,71.00,AirControl
